0.291829	-7.889102	0.200000	0.245663
0.628657	-21.083181	0.200000	4.520949
0.954710	-71.494135	0.200000	-1.637505
1.280684	-4.539310	0.200000	-1.438724
1.606649	-11.211549	0.200000	5.227183
1.942289	-51.135602	0.200000	-2.468260
2.267665	8.381317	0.200000	5.032153
2.593687	-31.816189	0.200000	4.375802
2.919725	-20.303842	0.200000	-1.689638
3.248619	18.280294	0.200000	4.999148
3.574620	-48.865947	0.200000	-1.478855
3.900720	8.490698	0.200000	-1.994936
4.228553	14.575014	0.200000	4.594836
4.561100	-43.766059	0.200000	-2.308860
4.886984	20.577294	0.200000	-0.762869
5.214337	3.254084	0.200000	4.835623
5.541009	-28.384361	0.200000	-2.294983
5.868895	30.120784	0.200000	5.216681
6.197805	-25.034569	0.200000	0.981902
6.524009	3.336119	0.200000	-2.443131
6.849781	33.183451	0.200000	4.944765
7.183731	-40.347904	0.200000	-1.720018
7.509811	24.583372	0.200000	-2.176089
7.836029	23.434872	0.200000	4.690475
8.161869	-29.054319	0.200000	-2.539521
8.493203	32.677564	0.200000	4.349173
8.819069	8.299281	0.200000	4.743359
9.145172	-10.637299	0.200000	-1.679137
9.471942	43.998494	0.200000	5.628495
9.803956	-25.349039	0.200000	-0.648476
10.129901	23.968104	0.200000	-2.112705
10.455875	41.674148	0.203258	4.759861
10.781925	-28.343343	0.206518	-2.244350
11.110937	39.595910	0.209808	-2.076699
11.437880	30.982159	0.213078	4.935388
11.765030	-15.244972	0.216349	-2.035442
12.091411	45.844297	0.219613	4.469942
12.420113	8.285608	0.222900	5.292068
12.746001	9.393090	0.226159	-1.473230
13.072042	55.633894	0.229419	5.073409
13.398615	-21.575396	0.232685	-1.492733
13.728102	40.047106	0.235980	-2.547022
14.054080	50.233209	0.239240	5.199429
14.380049	-17.856443	0.242499	-2.302859
14.706043	50.110155	0.245759	-2.252226
15.036046	36.779350	0.249059	5.262063
15.364129	-3.322447	0.252340	-2.254102
15.690804	57.958239	0.255607	5.671626
16.017192	10.623626	0.258871	3.836093
16.346185	26.866700	0.262161	-2.152086
16.672596	61.540466	0.265425	5.607491
16.999337	-16.830996	0.268692	-1.476605
17.326113	53.077114	0.271960	-2.287107
17.658130	53.514638	0.275280	4.866377
17.984240	-7.465251	0.278541	-2.119456
18.310177	57.971912	0.281801	3.630187
18.637333	39.787326	0.285072	5.597740
18.967621	10.363846	0.288375	-2.041818
19.293485	68.199032	0.291634	5.579737
19.619318	6.535513	0.294892	0.132396
19.947374	47.703774	0.298173	-2.117205
20.276750	68.445140	0.301466	5.481472
20.603242	-10.719335	0.304731	-2.147960
20.931356	64.165609	0.308013	-2.458509
21.257437	60.009133	0.311273	4.639093
21.587296	1.599697	0.314572	-1.862165
21.913529	69.292842	0.317834	4.473317
22.239550	40.416267	0.321094	5.460094
22.566499	27.591349	0.324364	-1.882043
22.895340	76.553004	0.327652	5.237309
23.224495	2.488417	0.330944	-1.328832
23.551486	63.317907	0.334214	-2.312986
23.878347	73.545027	0.337482	5.367830
24.211666	-0.615268	0.340816	-2.332114
24.537687	73.175866	0.344076	-2.471261
24.863583	61.526793	0.347335	5.442091
25.189474	11.744781	0.350594	-2.601406
25.517340	74.269676	0.353872	4.992772
25.843590	33.771373	0.357135	4.176271
26.170486	45.898988	0.360404	-2.334739
26.496689	79.902796	0.363666	5.222307
26.825539	1.627042	0.366954	-1.641631
27.151815	75.035343	0.370217	-2.467135
27.478592	75.281450	0.373485	4.410682
27.804684	4.252185	0.376746	-2.107829
28.133608	76.580349	0.380035	2.451755
28.459681	63.509323	0.383296	5.473971
28.788628	21.288270	0.386585	-1.904172
29.114727	78.426153	0.389846	5.415462
29.442733	29.655914	0.393126	0.204782
29.768643	63.673395	0.396385	-2.846694
30.094675	79.041421	0.399646	5.742137
30.420571	1.216863	0.402905	-2.238724
30.748762	82.281832	0.406187	-2.538396
31.075708	78.562879	0.409456	4.543828
31.402522	7.943793	0.412724	-1.924800
31.728561	82.281832	0.415985	4.313542
32.058774	61.936972	0.419287	5.634871
32.385740	34.468677	0.422556	-1.847163
32.711808	84.537814	0.425817	5.009274
33.037716	27.194843	0.429076	-0.922269
33.367862	81.639219	0.432378	-2.641912
33.694905	86.369945	0.435648	5.532855
34.020781	5.605774	0.438907	-2.470135
34.346794	90.034208	0.442167	-2.898453
34.680265	81.967361	0.445502	5.185552
35.005976	15.203954	0.448759	-1.413595
35.331782	84.715558	0.452017	4.182647
35.657833	60.255240	0.455277	5.464969
35.985883	53.774417	0.458558	-1.783028
36.313203	80.805189	0.461831	4.998773
36.639009	18.266621	0.465089	-1.698640
36.965823	88.844690	0.468357	-2.926207
37.294923	87.969642	0.471648	4.939514
37.622001	7.492596	0.474919	-2.350117
37.948144	89.282214	0.478180	-3.224379
38.274044	83.375641	0.481439	5.365954
38.601938	26.155723	0.484718	-1.921800
38.929197	88.188404	0.487991	4.643593
39.255186	54.635793	0.491251	2.730422
39.581094	74.132950	0.494510	-3.047351
39.911092	88.188404	0.497810	5.493099
40.238177	15.026210	0.501081	-1.898921
40.564992	100.028893	0.504349	-3.056352
40.894204	93.493381	0.507641	4.594836
41.225201	13.358150	0.510951	-1.465728
41.551073	95.516929	0.514210	3.570553
41.877124	84.770249	0.517470	5.386957
42.203524	40.211178	0.520734	-2.253727
42.532287	87.477428	0.524022	4.623340
42.858275	43.328535	0.527282	-0.779746
43.189116	93.315637	0.530590	-2.819315
43.516232	92.495279	0.533861	5.052781
43.844190	12.606156	0.537141	-2.344866
44.170461	102.271203	0.540404	-3.001969
44.499135	96.391976	0.543690	4.478568
44.826049	18.020514	0.546959	-1.148429
45.156282	96.309941	0.550262	4.335296
45.482138	78.002301	0.553520	5.155547
45.808323	62.661621	0.556782	-2.089076
