0.160000	523.551898	0.100000	2.955070	-2.075397	29.550699
1.420000	513.839078	0.100000	13.688476	-2.163749	136.884755
2.580000	-307.309313	0.100000	14.850028	-2.258221	148.500273
3.880000	-1030.618140	0.100000	13.948015	-2.356696	139.480150
5.160000	-1563.411521	0.100000	9.761250	-2.456131	97.612495
6.360000	-1872.867521	0.100000	8.920745	-2.551570	89.207452
7.580000	-2032.562662	0.100000	7.633172	-2.641482	76.331716
8.760000	-2109.186701	0.100000	6.819671	-2.724901	68.196708
10.000000	-2127.061786	0.100000	4.515688	-2.800784	45.156883
11.220000	-2118.907517	0.100000	5.712499	-2.870055	57.124992
12.520000	-2104.418644	0.100000	5.913531	-2.932667	59.135304
13.679000	-2094.263439	0.100000	5.661116	-2.989472	56.611163
14.920000	-2078.040425	0.100000	5.526470	-3.040821	55.264704
16.180000	-2060.339801	0.100000	5.644239	-3.087402	56.442387
17.379000	-2038.459445	0.100000	5.079026	-3.129706	50.790259
18.559000	-2006.560730	0.100000	5.735003	-3.167224	57.350027
19.879000	-1978.783623	0.100000	5.779635	-3.201720	57.796347
21.080000	-1954.047270	0.100000	5.398951	-3.231857	53.989506
22.260000	-1920.243451	0.100000	5.646864	-3.260041	56.468641
23.518999	-1885.591396	0.100000	5.056898	-3.284866	50.568974
24.760000	-1851.667911	0.100000	5.152537	-3.306894	51.525373
25.940001	-1817.741028	0.100000	5.015641	-3.326279	50.156410
27.180000	-1783.557639	0.100000	5.254553	-3.342992	52.545531
28.440001	-1750.520102	0.100000	5.358444	-3.358051	53.584443
29.680000	-1718.385567	0.100000	4.682589	-3.370661	46.825892
30.879999	-1690.608621	0.100000	5.405702	-3.382675	54.057016
32.099998	-1668.896027	0.100000	5.260554	-3.392779	52.605541
33.360001	-1661.576408	0.100000	5.990042	-3.401909	59.900423
34.580002	-1667.931479	0.100000	5.679869	-3.410486	56.798692
35.779999	-1682.478369	0.100000	5.361820	-3.418454	53.618198
37.020000	-1697.791428	0.100000	5.908280	-3.426394	59.082796
38.219002	-1714.219537	0.100000	6.451364	-3.433442	64.513638
39.459999	-1725.800964	0.100000	5.897028	-3.440360	58.970279
40.660000	-1739.461989	0.100000	6.248833	-3.446986	62.488324
41.880001	-1758.376733	0.100000	5.854271	-3.452942	58.542712
43.080002	-1772.246410	0.100000	6.282963	-3.458751	62.829627
44.299999	-1793.004757	0.100000	5.934159	-3.464335	59.341586
45.520000	-1807.431967	0.100000	6.311092	-3.470200	63.110921
46.840000	-1820.094258	0.100000	6.220703	-3.475640	62.207031
47.980000	-1843.192174	0.100000	6.212827	-3.481064	62.128268
49.259998	-1861.563114	0.100000	5.997919	-3.486590	59.979185
50.459999	-1877.885243	0.100000	6.174196	-3.491236	61.741959
51.660000	-1891.477900	0.100000	6.102560	-3.496610	61.025597
52.919998	-1906.216395	0.100000	6.528251	-3.501451	65.282507
54.119999	-1932.950236	0.100000	6.571758	-3.506031	65.717574
55.360001	-1945.680968	0.100000	5.329940	-3.511304	53.299399
56.580002	-1955.456476	0.100000	4.880995	-3.515275	48.809951
57.820000	-1970.567814	0.100000	6.555255	-3.520183	65.552549
59.060001	-1978.527093	0.100000	6.226704	-3.523929	62.267040
60.238998	-1992.331844	0.100000	6.386479	-3.528144	63.864788
61.459999	-2010.658376	0.100000	6.228954	-3.532018	62.289543
62.680000	-2025.612394	0.100000	6.236831	-3.535554	62.368306
63.959999	-2037.128906	0.100000	5.090653	-3.539544	50.906527
65.180000	-2039.376114	0.100000	5.989292	-3.542485	59.892922
66.379997	-2030.732743	0.100000	5.752256	-3.545751	57.522554
67.619003	-2020.139742	0.100000	5.792387	-3.547970	57.923866
